Gene	Importance
gene_119	0.0012195121496915817
gene_2964	0.0012195121496915817
gene_1961	0.0012195121496915817
gene_10	0.0012195121496915817
gene_48	0.0012195121496915817
gene_2618	0.0012195121496915817
gene_32	0.0011904762126505376
gene_19742	0.0011904762126505376
gene_788	0.0011904762126505376
gene_2778	0.0011904762126505376
gene_3731	0.0011904762126505376
gene_10074	0.0011904762126505376
gene_11375	0.0011904762126505376
gene_584	0.0011904762126505376
gene_1144	0.0011904762126505376
gene_240	0.0011904762126505376
gene_27	0.0011904762126505376
gene_5392	0.0011904762126505376
gene_5872	0.0011904762126505376
gene_20011	0.0011904762126505376
gene_8991	0.0011904762126505376
gene_20208	0.0011904762126505376
gene_3611	0.0011904762126505376
gene_8137	0.0011904762126505376
gene_1305	0.0011904762126505376
gene_44	0.0011904762126505376
gene_12402	0.0011904762126505376
gene_1317	0.0011904762126505376
gene_977	0.0011904762126505376
gene_8610	0.0011904762126505376
gene_2130	0.0011904762126505376
gene_2992	0.0011904762126505376
gene_118	0.0011904762126505376
gene_1271	0.0011904762126505376
gene_7023	0.0
gene_6484	0.0
gene_6868	0.0
gene_6869	0.0
gene_6870	0.0
gene_6871	0.0
gene_6872	0.0
gene_6873	0.0
gene_6867	0.0
gene_6874	0.0
gene_6875	0.0
gene_6876	0.0
gene_6877	0.0
gene_6878	0.0
gene_6879	0.0
gene_7037	0.0
gene_6866	0.0
gene_6881	0.0
gene_6860	0.0
gene_6854	0.0
gene_6855	0.0
gene_6856	0.0
gene_6857	0.0
gene_6858	0.0
gene_6859	0.0
gene_7039	0.0
gene_7038	0.0
gene_6458	0.0
gene_6861	0.0
gene_6862	0.0
gene_6863	0.0
gene_6864	0.0
gene_6865	0.0
gene_6880	0.0
gene_6483	0.0
gene_6852	0.0
gene_6882	0.0
gene_6898	0.0
gene_6459	0.0
gene_6899	0.0
gene_6900	0.0
gene_6480	0.0
gene_6901	0.0
gene_6479	0.0
gene_6478	0.0
gene_6902	0.0
gene_6903	0.0
gene_6904	0.0
gene_6477	0.0
gene_6905	0.0
gene_7035	0.0
gene_6906	0.0
gene_6897	0.0
gene_6896	0.0
gene_6895	0.0
gene_6886	0.0
gene_6482	0.0
gene_6883	0.0
gene_6884	0.0
gene_6885	0.0
gene_6481	0.0
gene_7036	0.0
gene_6887	0.0
gene_6894	0.0
gene_6888	0.0
gene_6889	0.0
gene_6890	0.0
gene_6891	0.0
gene_6892	0.0
gene_6893	0.0
gene_6853	0.0
gene_6851	0.0
gene_6908	0.0
gene_6810	0.0
gene_7043	0.0
gene_6806	0.0
gene_6485	0.0
gene_6807	0.0
gene_6808	0.0
gene_6809	0.0
gene_6811	0.0
gene_6486	0.0
gene_6812	0.0
gene_6813	0.0
gene_6814	0.0
gene_6815	0.0
gene_6816	0.0
gene_6817	0.0
gene_6805	0.0
gene_6487	0.0
gene_6850	0.0
gene_6800	0.0
gene_7045	0.0
gene_6795	0.0
gene_6796	0.0
gene_6797	0.0
gene_6798	0.0
gene_6799	0.0
gene_6490	0.0
gene_6804	0.0
gene_7044	0.0
gene_6489	0.0
gene_6801	0.0
gene_6802	0.0
gene_6803	0.0
gene_6488	0.0
gene_6818	0.0
gene_6819	0.0
gene_6820	0.0
gene_6842	0.0
gene_7041	0.0
gene_7040	0.0
gene_6838	0.0
gene_6839	0.0
gene_6840	0.0
gene_6841	0.0
gene_6843	0.0
gene_6821	0.0
gene_6844	0.0
gene_6845	0.0
gene_6846	0.0
gene_6847	0.0
gene_6848	0.0
gene_6849	0.0
gene_6837	0.0
gene_6836	0.0
gene_6835	0.0
gene_7042	0.0
gene_6834	0.0
gene_6833	0.0
gene_6832	0.0
gene_6831	0.0
gene_6830	0.0
gene_6829	0.0
gene_6828	0.0
gene_6827	0.0
gene_6826	0.0
gene_6825	0.0
gene_6824	0.0
gene_6823	0.0
gene_6822	0.0
gene_6907	0.0
gene_6476	0.0
gene_7022	0.0
gene_6982	0.0
gene_6978	0.0
gene_6979	0.0
gene_6463	0.0
gene_6980	0.0
gene_6462	0.0
gene_6981	0.0
gene_6983	0.0
gene_6465	0.0
gene_6984	0.0
gene_6985	0.0
gene_6986	0.0
gene_6987	0.0
gene_6988	0.0
gene_6989	0.0
gene_6464	0.0
gene_7026	0.0
gene_6991	0.0
gene_6972	0.0
gene_6966	0.0
gene_6967	0.0
gene_6968	0.0
gene_6969	0.0
gene_6970	0.0
gene_6971	0.0
gene_6973	0.0
gene_6466	0.0
gene_7028	0.0
gene_6974	0.0
gene_6975	0.0
gene_7027	0.0
gene_6976	0.0
gene_6977	0.0
gene_6990	0.0
gene_6992	0.0
gene_6909	0.0
gene_7014	0.0
gene_6460	0.0
gene_7010	0.0
gene_7011	0.0
gene_7012	0.0
gene_7013	0.0
gene_7024	0.0
gene_7015	0.0
gene_7025	0.0
gene_7016	0.0
gene_7017	0.0
gene_7018	0.0
gene_7019	0.0
gene_7020	0.0
gene_7021	0.0
gene_7009	0.0
gene_7008	0.0
gene_6993	0.0
gene_7000	0.0
gene_6994	0.0
gene_6995	0.0
gene_6996	0.0
gene_6997	0.0
gene_6998	0.0
gene_6999	0.0
gene_7001	0.0
gene_7007	0.0
gene_6461	0.0
gene_7002	0.0
gene_7003	0.0
gene_7004	0.0
gene_7005	0.0
gene_7006	0.0
gene_6965	0.0
gene_6467	0.0
gene_6964	0.0
gene_6930	0.0
gene_7034	0.0
gene_6926	0.0
gene_6927	0.0
gene_6928	0.0
gene_6929	0.0
gene_7033	0.0
gene_6931	0.0
gene_6923	0.0
gene_6932	0.0
gene_7032	0.0
gene_6933	0.0
gene_6934	0.0
gene_6935	0.0
gene_6473	0.0
gene_6924	0.0
gene_6474	0.0
gene_6963	0.0
gene_6916	0.0
gene_6910	0.0
gene_6911	0.0
gene_6912	0.0
gene_6913	0.0
gene_6914	0.0
gene_6915	0.0
gene_6917	0.0
gene_6922	0.0
gene_6918	0.0
gene_6919	0.0
gene_6920	0.0
gene_6921	0.0
gene_6491	0.0
gene_6475	0.0
gene_6936	0.0
gene_6937	0.0
gene_6938	0.0
gene_6957	0.0
gene_6469	0.0
gene_6952	0.0
gene_6953	0.0
gene_6954	0.0
gene_6955	0.0
gene_6956	0.0
gene_7029	0.0
gene_6472	0.0
gene_6958	0.0
gene_6959	0.0
gene_6960	0.0
gene_6468	0.0
gene_6961	0.0
gene_6962	0.0
gene_6951	0.0
gene_6470	0.0
gene_6950	0.0
gene_6949	0.0
gene_6948	0.0
gene_6471	0.0
gene_6947	0.0
gene_7030	0.0
gene_6946	0.0
gene_6945	0.0
gene_6944	0.0
gene_6943	0.0
gene_6942	0.0
gene_7031	0.0
gene_6941	0.0
gene_6940	0.0
gene_6939	0.0
gene_6522	0.0
gene_6789	0.0
gene_6794	0.0
gene_6510	0.0
gene_6509	0.0
gene_6508	0.0
gene_6607	0.0
gene_6608	0.0
gene_6609	0.0
gene_6610	0.0
gene_6611	0.0
gene_6507	0.0
gene_6612	0.0
gene_6613	0.0
gene_6614	0.0
gene_6615	0.0
gene_6616	0.0
gene_6617	0.0
gene_6618	0.0
gene_6606	0.0
gene_6605	0.0
gene_6620	0.0
gene_6604	0.0
gene_6589	0.0
gene_6590	0.0
gene_6591	0.0
gene_6592	0.0
gene_6593	0.0
gene_6594	0.0
gene_6595	0.0
gene_6596	0.0
gene_6597	0.0
gene_6598	0.0
gene_6599	0.0
gene_6600	0.0
gene_6601	0.0
gene_6602	0.0
gene_6603	0.0
gene_6619	0.0
gene_6621	0.0
gene_6655	0.0
gene_6639	0.0
gene_6641	0.0
gene_6642	0.0
gene_6643	0.0
gene_6644	0.0
gene_6645	0.0
gene_6505	0.0
gene_6646	0.0
gene_6647	0.0
gene_6648	0.0
gene_6649	0.0
gene_6650	0.0
gene_6651	0.0
gene_6652	0.0
gene_6653	0.0
gene_6654	0.0
gene_6640	0.0
gene_6638	0.0
gene_6622	0.0
gene_6637	0.0
gene_6623	0.0
gene_6624	0.0
gene_6625	0.0
gene_6626	0.0
gene_6627	0.0
gene_6628	0.0
gene_6629	0.0
gene_6630	0.0
gene_6631	0.0
gene_6632	0.0
gene_6633	0.0
gene_6634	0.0
gene_6635	0.0
gene_6506	0.0
gene_6636	0.0
gene_6588	0.0
gene_6511	0.0
gene_6587	0.0
gene_6539	0.0
gene_6541	0.0
gene_6542	0.0
gene_6519	0.0
gene_6518	0.0
gene_6543	0.0
gene_6544	0.0
gene_6517	0.0
gene_6545	0.0
gene_6546	0.0
gene_6547	0.0
gene_6548	0.0
gene_6549	0.0
gene_6550	0.0
gene_6551	0.0
gene_6552	0.0
gene_6540	0.0
gene_6538	0.0
gene_6586	0.0
gene_6537	0.0
gene_6523	0.0
gene_6524	0.0
gene_6525	0.0
gene_6526	0.0
gene_6520	0.0
gene_6527	0.0
gene_6528	0.0
gene_6529	0.0
gene_6530	0.0
gene_6531	0.0
gene_6532	0.0
gene_6533	0.0
gene_6534	0.0
gene_6535	0.0
gene_6536	0.0
gene_6553	0.0
gene_6554	0.0
gene_6555	0.0
gene_6516	0.0
gene_6513	0.0
gene_6573	0.0
gene_6574	0.0
gene_6575	0.0
gene_6576	0.0
gene_6577	0.0
gene_6578	0.0
gene_6512	0.0
gene_6579	0.0
gene_6580	0.0
gene_6581	0.0
gene_6582	0.0
gene_6583	0.0
gene_6584	0.0
gene_6585	0.0
gene_6572	0.0
gene_6571	0.0
gene_6570	0.0
gene_6561	0.0
gene_6556	0.0
gene_6515	0.0
gene_6514	0.0
gene_6558	0.0
gene_6559	0.0
gene_6560	0.0
gene_6562	0.0
gene_6569	0.0
gene_6563	0.0
gene_6564	0.0
gene_6565	0.0
gene_6566	0.0
gene_6567	0.0
gene_6568	0.0
gene_6504	0.0
gene_6656	0.0
gene_6793	0.0
gene_6741	0.0
gene_6743	0.0
gene_6744	0.0
gene_7046	0.0
gene_6746	0.0
gene_6747	0.0
gene_6748	0.0
gene_6749	0.0
gene_6750	0.0
gene_6751	0.0
gene_6752	0.0
gene_6753	0.0
gene_6754	0.0
gene_6755	0.0
gene_6756	0.0
gene_6757	0.0
gene_6742	0.0
gene_6740	0.0
gene_6759	0.0
gene_6739	0.0
gene_6724	0.0
gene_6725	0.0
gene_6726	0.0
gene_6727	0.0
gene_6728	0.0
gene_6729	0.0
gene_6730	0.0
gene_6731	0.0
gene_6732	0.0
gene_6733	0.0
gene_6734	0.0
gene_6735	0.0
gene_6736	0.0
gene_6737	0.0
gene_6738	0.0
gene_6758	0.0
gene_6760	0.0
gene_6657	0.0
gene_6776	0.0
gene_6778	0.0
gene_6779	0.0
gene_6780	0.0
gene_6781	0.0
gene_6782	0.0
gene_6783	0.0
gene_6784	0.0
gene_6785	0.0
gene_6786	0.0
gene_6787	0.0
gene_6788	0.0
gene_6521	0.0
gene_6790	0.0
gene_6791	0.0
gene_6792	0.0
gene_6777	0.0
gene_6492	0.0
gene_6761	0.0
gene_6775	0.0
gene_6762	0.0
gene_6763	0.0
gene_6764	0.0
gene_6765	0.0
gene_6766	0.0
gene_6767	0.0
gene_6494	0.0
gene_6768	0.0
gene_6493	0.0
gene_6769	0.0
gene_6770	0.0
gene_6771	0.0
gene_6772	0.0
gene_6773	0.0
gene_6774	0.0
gene_6723	0.0
gene_6722	0.0
gene_6721	0.0
gene_6672	0.0
gene_6673	0.0
gene_6674	0.0
gene_6675	0.0
gene_6676	0.0
gene_6677	0.0
gene_6678	0.0
gene_6679	0.0
gene_6499	0.0
gene_6680	0.0
gene_6681	0.0
gene_6682	0.0
gene_6683	0.0
gene_6684	0.0
gene_6685	0.0
gene_6686	0.0
gene_6500	0.0
gene_6671	0.0
gene_6720	0.0
gene_6501	0.0
gene_6658	0.0
gene_6659	0.0
gene_6503	0.0
gene_6660	0.0
gene_6661	0.0
gene_6662	0.0
gene_6663	0.0
gene_6664	0.0
gene_6665	0.0
gene_6666	0.0
gene_6667	0.0
gene_6668	0.0
gene_6669	0.0
gene_6502	0.0
gene_6670	0.0
gene_6498	0.0
gene_6687	0.0
gene_6688	0.0
gene_6689	0.0
gene_6706	0.0
gene_6707	0.0
gene_6495	0.0
gene_6708	0.0
gene_6709	0.0
gene_6710	0.0
gene_6711	0.0
gene_6712	0.0
gene_6713	0.0
gene_6714	0.0
gene_6715	0.0
gene_6716	0.0
gene_6717	0.0
gene_6718	0.0
gene_6719	0.0
gene_6496	0.0
gene_6705	0.0
gene_6704	0.0
gene_6696	0.0
gene_6690	0.0
gene_6691	0.0
gene_6692	0.0
gene_6693	0.0
gene_6694	0.0
gene_6695	0.0
gene_6697	0.0
gene_6703	0.0
gene_6698	0.0
gene_6497	0.0
gene_6699	0.0
gene_6700	0.0
gene_6701	0.0
gene_6702	0.0
gene_6745	0.0
gene_7080	0.0
gene_7047	0.0
gene_7480	0.0
gene_7473	0.0
gene_7474	0.0
gene_7475	0.0
gene_7476	0.0
gene_7477	0.0
gene_7478	0.0
gene_7479	0.0
gene_7481	0.0
gene_7471	0.0
gene_7482	0.0
gene_7483	0.0
gene_7484	0.0
gene_7485	0.0
gene_7486	0.0
gene_7487	0.0
gene_7488	0.0
gene_7472	0.0
gene_7470	0.0
gene_7490	0.0
gene_7460	0.0
gene_7453	0.0
gene_7454	0.0
gene_7455	0.0
gene_7456	0.0
gene_7457	0.0
gene_7458	0.0
gene_7459	0.0
gene_7461	0.0
gene_7469	0.0
gene_7462	0.0
gene_7463	0.0
gene_7464	0.0
gene_7465	0.0
gene_7466	0.0
gene_7467	0.0
gene_7468	0.0
gene_7489	0.0
gene_7491	0.0
gene_7451	0.0
gene_7520	0.0
gene_7513	0.0
gene_7514	0.0
gene_7515	0.0
gene_7516	0.0
gene_7517	0.0
gene_7518	0.0
gene_7519	0.0
gene_7521	0.0
gene_7511	0.0
gene_7522	0.0
gene_7523	0.0
gene_7524	0.0
gene_7525	0.0
gene_7526	0.0
gene_7527	0.0
gene_7528	0.0
gene_7512	0.0
gene_7510	0.0
gene_7492	0.0
gene_7500	0.0
gene_7493	0.0
gene_7494	0.0
gene_7495	0.0
gene_7496	0.0
gene_7497	0.0
gene_7498	0.0
gene_7499	0.0
gene_7501	0.0
gene_7509	0.0
gene_7502	0.0
gene_7503	0.0
gene_7504	0.0
gene_7505	0.0
gene_7506	0.0
gene_7507	0.0
gene_7508	0.0
gene_7452	0.0
gene_7450	0.0
gene_7530	0.0
gene_7398	0.0
gene_7391	0.0
gene_7392	0.0
gene_7393	0.0
gene_7394	0.0
gene_7395	0.0
gene_7396	0.0
gene_7397	0.0
gene_7399	0.0
gene_7389	0.0
gene_7400	0.0
gene_7401	0.0
gene_7402	0.0
gene_7403	0.0
gene_7404	0.0
gene_7405	0.0
gene_7406	0.0
gene_7390	0.0
gene_7388	0.0
gene_7408	0.0
gene_7378	0.0
gene_7371	0.0
gene_7372	0.0
gene_7373	0.0
gene_7374	0.0
gene_7375	0.0
gene_7376	0.0
gene_7377	0.0
gene_7379	0.0
gene_7387	0.0
gene_7380	0.0
gene_7381	0.0
gene_7382	0.0
gene_7383	0.0
gene_7384	0.0
gene_7385	0.0
gene_7386	0.0
gene_7407	0.0
gene_7409	0.0
gene_7449	0.0
gene_7440	0.0
gene_7432	0.0
gene_7433	0.0
gene_7434	0.0
gene_7435	0.0
gene_7436	0.0
gene_7437	0.0
gene_7439	0.0
gene_7441	0.0
gene_7430	0.0
gene_7442	0.0
gene_7443	0.0
gene_7444	0.0
gene_7445	0.0
gene_7446	0.0
gene_7447	0.0
gene_7448	0.0
gene_7431	0.0
gene_7429	0.0
gene_7410	0.0
gene_7419	0.0
gene_7411	0.0
gene_7412	0.0
gene_7413	0.0
gene_7414	0.0
gene_7416	0.0
gene_7417	0.0
gene_7418	0.0
gene_7420	0.0
gene_7428	0.0
gene_7421	0.0
gene_7422	0.0
gene_7423	0.0
gene_7424	0.0
gene_7425	0.0
gene_7426	0.0
gene_7427	0.0
gene_7529	0.0
gene_7531	0.0
gene_7369	0.0
gene_7640	0.0
gene_7633	0.0
gene_7634	0.0
gene_7635	0.0
gene_7636	0.0
gene_7637	0.0
gene_7638	0.0
gene_7639	0.0
gene_7641	0.0
gene_7631	0.0
gene_7642	0.0
gene_7643	0.0
gene_7644	0.0
gene_7645	0.0
gene_7646	0.0
gene_7647	0.0
gene_7648	0.0
gene_7632	0.0
gene_7630	0.0
gene_7650	0.0
gene_7620	0.0
gene_7613	0.0
gene_7614	0.0
gene_7615	0.0
gene_7616	0.0
gene_7617	0.0
gene_7618	0.0
gene_7619	0.0
gene_7621	0.0
gene_7629	0.0
gene_7622	0.0
gene_7623	0.0
gene_7624	0.0
gene_7625	0.0
gene_7626	0.0
gene_7627	0.0
gene_7628	0.0
gene_7649	0.0
gene_7651	0.0
gene_7611	0.0
gene_7680	0.0
gene_7673	0.0
gene_7674	0.0
gene_7675	0.0
gene_7676	0.0
gene_7677	0.0
gene_7678	0.0
gene_7679	0.0
gene_7681	0.0
gene_7671	0.0
gene_7682	0.0
gene_7683	0.0
gene_7684	0.0
gene_7685	0.0
gene_7686	0.0
gene_7687	0.0
gene_7688	0.0
gene_7672	0.0
gene_7670	0.0
gene_7652	0.0
gene_7660	0.0
gene_7653	0.0
gene_7654	0.0
gene_7655	0.0
gene_7656	0.0
gene_7657	0.0
gene_7658	0.0
gene_7659	0.0
gene_7661	0.0
gene_7669	0.0
gene_7662	0.0
gene_7663	0.0
gene_7664	0.0
gene_7665	0.0
gene_7666	0.0
gene_7667	0.0
gene_7668	0.0
gene_7612	0.0
gene_7610	0.0
gene_7532	0.0
gene_7560	0.0
gene_7553	0.0
gene_7554	0.0
gene_7555	0.0
gene_7556	0.0
gene_7557	0.0
gene_7558	0.0
gene_7559	0.0
gene_7561	0.0
gene_7551	0.0
gene_7562	0.0
gene_7563	0.0
gene_7564	0.0
gene_7565	0.0
gene_7566	0.0
gene_7567	0.0
gene_7568	0.0
gene_7552	0.0
gene_7550	0.0
gene_7570	0.0
gene_7540	0.0
gene_7533	0.0
gene_7534	0.0
gene_7535	0.0
gene_7536	0.0
gene_7537	0.0
gene_7538	0.0
gene_7539	0.0
gene_7541	0.0
gene_7549	0.0
gene_7542	0.0
gene_7543	0.0
gene_7544	0.0
gene_7545	0.0
gene_7546	0.0
gene_7547	0.0
gene_7548	0.0
gene_7569	0.0
gene_7571	0.0
gene_7609	0.0
gene_7600	0.0
gene_7593	0.0
gene_7594	0.0
gene_7595	0.0
gene_7596	0.0
gene_7597	0.0
gene_7598	0.0
gene_7599	0.0
gene_7601	0.0
gene_7591	0.0
gene_7602	0.0
gene_7603	0.0
gene_7604	0.0
gene_7605	0.0
gene_7606	0.0
gene_7607	0.0
gene_7608	0.0
gene_7592	0.0
gene_7590	0.0
gene_7572	0.0
gene_7580	0.0
gene_7573	0.0
gene_7574	0.0
gene_7575	0.0
gene_7576	0.0
gene_7577	0.0
gene_7578	0.0
gene_7579	0.0
gene_7581	0.0
gene_7589	0.0
gene_7582	0.0
gene_7583	0.0
gene_7584	0.0
gene_7585	0.0
gene_7586	0.0
gene_7587	0.0
gene_7588	0.0
gene_7370	0.0
gene_7368	0.0
gene_7048	0.0
gene_7157	0.0
gene_7149	0.0
gene_7150	0.0
gene_7151	0.0
gene_7152	0.0
gene_7154	0.0
gene_7155	0.0
gene_7156	0.0
gene_7158	0.0
gene_7147	0.0
gene_7159	0.0
gene_7160	0.0
gene_7161	0.0
gene_7162	0.0
gene_7163	0.0
gene_7164	0.0
gene_7165	0.0
gene_7148	0.0
gene_7146	0.0
gene_7167	0.0
gene_7136	0.0
gene_7129	0.0
gene_7130	0.0
gene_7131	0.0
gene_7132	0.0
gene_7133	0.0
gene_7134	0.0
gene_7135	0.0
gene_7137	0.0
gene_7145	0.0
gene_7138	0.0
gene_7139	0.0
gene_7140	0.0
gene_7141	0.0
gene_7142	0.0
gene_7143	0.0
gene_7144	0.0
gene_7166	0.0
gene_7168	0.0
gene_7127	0.0
gene_7197	0.0
gene_7190	0.0
gene_7191	0.0
gene_7192	0.0
gene_7193	0.0
gene_7194	0.0
gene_7195	0.0
gene_7196	0.0
gene_7198	0.0
gene_7188	0.0
gene_7199	0.0
gene_7200	0.0
gene_7201	0.0
gene_7202	0.0
gene_7203	0.0
gene_7204	0.0
gene_7205	0.0
gene_7189	0.0
gene_7187	0.0
gene_7169	0.0
gene_7177	0.0
gene_7170	0.0
gene_7171	0.0
gene_7172	0.0
gene_7173	0.0
gene_7174	0.0
gene_7175	0.0
gene_7176	0.0
gene_7178	0.0
gene_7186	0.0
gene_7179	0.0
gene_7180	0.0
gene_7181	0.0
gene_7182	0.0
gene_7183	0.0
gene_7184	0.0
gene_7185	0.0
gene_7128	0.0
gene_7126	0.0
gene_7207	0.0
gene_7076	0.0
gene_7069	0.0
gene_7070	0.0
gene_7071	0.0
gene_7072	0.0
gene_7073	0.0
gene_7074	0.0
gene_7075	0.0
gene_7077	0.0
gene_7067	0.0
gene_7078	0.0
gene_7079	0.0
gene_6456	0.0
gene_7081	0.0
gene_7082	0.0
gene_7083	0.0
gene_7084	0.0
gene_7068	0.0
gene_7066	0.0
gene_7086	0.0
gene_7056	0.0
gene_7049	0.0
gene_7050	0.0
gene_7051	0.0
gene_7052	0.0
gene_7053	0.0
gene_7054	0.0
gene_7055	0.0
gene_7057	0.0
gene_7065	0.0
gene_7058	0.0
gene_7059	0.0
gene_7060	0.0
gene_7061	0.0
gene_7062	0.0
gene_7063	0.0
gene_7064	0.0
gene_7085	0.0
gene_7087	0.0
gene_7125	0.0
gene_7116	0.0
gene_7109	0.0
gene_7110	0.0
gene_7111	0.0
gene_7112	0.0
gene_7113	0.0
gene_7114	0.0
gene_7115	0.0
gene_7117	0.0
gene_7107	0.0
gene_7118	0.0
gene_7119	0.0
gene_7120	0.0
gene_7121	0.0
gene_7122	0.0
gene_7123	0.0
gene_7124	0.0
gene_7108	0.0
gene_7106	0.0
gene_7088	0.0
gene_7096	0.0
gene_7089	0.0
gene_7090	0.0
gene_7091	0.0
gene_7092	0.0
gene_7093	0.0
gene_7094	0.0
gene_7095	0.0
gene_7097	0.0
gene_7105	0.0
gene_7098	0.0
gene_7099	0.0
gene_7100	0.0
gene_7101	0.0
gene_7102	0.0
gene_7103	0.0
gene_7104	0.0
gene_7206	0.0
gene_7208	0.0
gene_7367	0.0
gene_7318	0.0
gene_7311	0.0
gene_7312	0.0
gene_7313	0.0
gene_7314	0.0
gene_7315	0.0
gene_7316	0.0
gene_7317	0.0
gene_7319	0.0
gene_7309	0.0
gene_7320	0.0
gene_7321	0.0
gene_7322	0.0
gene_7323	0.0
gene_7324	0.0
gene_7325	0.0
gene_7326	0.0
gene_7310	0.0
gene_7308	0.0
gene_7328	0.0
gene_7298	0.0
gene_7291	0.0
gene_7292	0.0
gene_7293	0.0
gene_7294	0.0
gene_7295	0.0
gene_7296	0.0
gene_7297	0.0
gene_7299	0.0
gene_7307	0.0
gene_7300	0.0
gene_7301	0.0
gene_7302	0.0
gene_7303	0.0
gene_7304	0.0
gene_7305	0.0
gene_7306	0.0
gene_7327	0.0
gene_7329	0.0
gene_7289	0.0
gene_7358	0.0
gene_7351	0.0
gene_7352	0.0
gene_7353	0.0
gene_7354	0.0
gene_7355	0.0
gene_7356	0.0
gene_7357	0.0
gene_7359	0.0
gene_7349	0.0
gene_7360	0.0
gene_7361	0.0
gene_7362	0.0
gene_7363	0.0
gene_7364	0.0
gene_7365	0.0
gene_7366	0.0
gene_7350	0.0
gene_7348	0.0
gene_7330	0.0
gene_7338	0.0
gene_7331	0.0
gene_7332	0.0
gene_7333	0.0
gene_7334	0.0
gene_7335	0.0
gene_7336	0.0
gene_7337	0.0
gene_7339	0.0
gene_7347	0.0
gene_7340	0.0
gene_7341	0.0
gene_7342	0.0
gene_7343	0.0
gene_7344	0.0
gene_7345	0.0
gene_7346	0.0
gene_7290	0.0
gene_7288	0.0
gene_7209	0.0
gene_7237	0.0
gene_7230	0.0
gene_7231	0.0
gene_7232	0.0
gene_7233	0.0
gene_7234	0.0
gene_7235	0.0
gene_7236	0.0
gene_7239	0.0
gene_7228	0.0
gene_7240	0.0
gene_7241	0.0
gene_7242	0.0
gene_7243	0.0
gene_7244	0.0
gene_7245	0.0
gene_7246	0.0
gene_7229	0.0
gene_7227	0.0
gene_7248	0.0
gene_7217	0.0
gene_7210	0.0
gene_7211	0.0
gene_7212	0.0
gene_7213	0.0
gene_7214	0.0
gene_7215	0.0
gene_7216	0.0
gene_7218	0.0
gene_7226	0.0
gene_7219	0.0
gene_7220	0.0
gene_7221	0.0
gene_7222	0.0
gene_7223	0.0
gene_7224	0.0
gene_7225	0.0
gene_7247	0.0
gene_7249	0.0
gene_7287	0.0
gene_7278	0.0
gene_7271	0.0
gene_7272	0.0
gene_7273	0.0
gene_7274	0.0
gene_7275	0.0
gene_7276	0.0
gene_7277	0.0
gene_7279	0.0
gene_7269	0.0
gene_7280	0.0
gene_7281	0.0
gene_7282	0.0
gene_7283	0.0
gene_7284	0.0
gene_7285	0.0
